%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.relative_altitude,field.ground_x_speed,field.ground_y_speed,field.ground_z_speed,field.heading
1424879224976178126,77,1424879224928961992,,422920971,-712626545,65160,15280,-28,-12,28,1350
1424879225341387915,78,1424879225311876058,,422920965,-712626547,65040,15310,-16,4,16,1298
1424879225706092282,79,1424879225685976028,,422920962,-712626548,64990,15290,-12,1,12,1330
1424879226070581625,80,1424879226065006017,,422920962,-712626551,64840,15220,-11,-22,11,1326
1424879226485340077,81,1424879226445058107,,422920957,-712626552,64740,15200,-1,6,1,1270
1424879226800184889,82,1424879226792032003,,422920951,-712626550,64630,15180,-28,22,28,1206
1424879227215107145,83,1424879227203072071,,422920943,-712626547,64600,15110,-7,9,7,1096
1424879227780945763,84,1424879227736027956,,422920933,-712626561,64580,14990,-31,-26,31,1234
1424879228296113808,85,1424879228273006916,,422920932,-712626579,64680,15030,14,-26,-14,1294
1424879228661472297,86,1424879228647308111,,422920936,-712626585,64810,15090,-13,-9,13,1271
1424879229076033576,87,1424879229033174991,,422920941,-712626586,64960,15120,22,1,-22,1301
1424879229441101253,88,1424879229407116889,,422920949,-712626582,65050,15180,32,9,-32,1453
1424879229805815230,89,1424879229786207914,,422920963,-712626578,65040,15200,51,7,-51,1561
1424879230170109848,90,1424879230165275096,,422920986,-712626572,65030,15140,87,12,-87,1512
1424879230584676346,91,1424879230544325113,,422921004,-712626568,65010,15070,47,4,-47,1296
1424879230949397335,92,1424879230924328088,,422921016,-712626566,65070,15040,3,-6,-3,1199
1424879231314349743,93,1424879231303267002,,422921019,-712626566,65190,15060,-9,1,9,1372
1424879231729571173,94,1424879231682400941,,422921036,-712626562,65410,15180,38,14,-38,1871
1424879232094486985,95,1424879232061400890,,422921035,-712626551,65580,15250,-19,13,19,1537
1424879232458945959,96,1424879232447316884,,422921009,-712626543,65420,15240,0,-1,0,1653
1424879233073840052,97,1424879233036453008,,422920983,-712626552,65560,15330,-34,-4,34,1098
1424879233990243920,98,1424879233956363916,,422920945,-712626561,65520,15290,-31,-7,31,1268
1424879234955988113,99,1424879234951344013,,422920940,-712626569,65290,15170,14,-8,-14,1452
1424879235822261024,100,1424879235780448913,,422920948,-712626560,65140,15120,19,29,-19,1309
1424879236588523148,101,1424879236541652917,,422920953,-712626540,65090,14990,-13,21,13,1099
1424879237253884263,102,1424879237224634885,,422920945,-712626534,65220,14950,-19,8,19,1100
1424879237918638311,103,1424879237907797098,,422920944,-712626541,65360,14950,11,-7,-11,1192
1424879238534003381,104,1424879238519758939,,422920955,-712626545,65490,15040,29,-9,-29,1361
1424879239198989277,105,1424879239157954931,,422920982,-712626554,65470,15150,36,7,-36,1610
1424879239714361394,106,1424879239688966035,,422920992,-712626560,65490,15180,12,-21,-12,1816
1424879240230232598,107,1424879240218950033,,422920992,-712626568,65430,15200,-1,-21,1,1573
1424879240745537756,108,1424879240719017028,,422920980,-712626573,65310,15230,-39,-18,39,1578
1424879241210440663,109,1424879241173923015,,422920968,-712626577,65210,15150,-42,-14,42,1419
1424879241626000255,110,1424879241583097934,,422920956,-712626581,65160,15060,-22,-18,22,1308
1424879242091360437,111,1424879242043024063,,422920952,-712626584,65120,15030,-21,-16,21,1293
1424879242506097892,112,1424879242461009025,,422920949,-712626584,65190,15020,-2,4,2,1405
1424879242870851696,113,1424879242839004039,,422920950,-712626578,65250,15020,-6,22,6,1383
